seed,mode,method,probe_accuracy,probe_r2,nuisance_accuracy,final_cka,residual_cka,mapping_rmse,best_val_loss,trainable_parameters,epochs,wall_time_seconds,mapping_means,mapping_weights,eeg_residual_norms,audio_residual_norms,hidden_cka_matrix,residual_cka_matrix,layer_probe_accuracy,residual_probe_accuracy
0,hierarchical,hidden,0.9131944444444444,0.7832943797111511,0.5625,0.8099897384643555,0.7786917090415955,,0.131417479366064,20808,10,1.27587704101461,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8402498960494995,0.8614410161972046,0.871268630027771,0.8737244009971619,0.8715335130691528,0.867458701133728,0.8567849397659302],[0.8030912280082703,0.8192579746246338,0.826642632484436,0.8225268721580505,0.8166659474372864,0.8280661702156067,0.8393254280090332],[0.7946503758430481,0.8004007935523987,0.7971136569976807,0.8048487901687622,0.8105844855308533,0.8195863366127014,0.8281072974205017],[0.7807274460792542,0.7882887125015259,0.7871682643890381,0.7950990200042725,0.8015716075897217,0.8089959025382996,0.815859317779541],[0.7353817224502563,0.7425005435943604,0.7422747611999512,0.7481240034103394,0.7537887692451477,0.7645744681358337,0.7766357660293579]]","[[0.7673006653785706,0.7704176902770996,0.7532631754875183,0.7541284561157227,0.8003309965133667,0.8008332252502441],[0.6999739408493042,0.710040807723999,0.7985135316848755,0.7941471934318542,0.8251960873603821,0.8215968012809753],[0.6986812949180603,0.7029668092727661,0.7651036977767944,0.7630582451820374,0.7661393284797668,0.7636173963546753],[0.7387611269950867,0.742405354976654,0.77707839012146,0.7752559185028076,0.7870606780052185,0.7858943939208984]]","[0.9270833333333334,0.9131944444444445,0.9131944444444445,0.9131944444444445,0.9131944444444445]","[0.8993055555555555,0.9097222222222223,0.9131944444444445,0.9097222222222223]"
1,hierarchical,hidden,0.8541666666666666,0.7401490211486816,0.6041666666666666,0.6913609385490418,0.626677468419075,,0.1341351270675659,20808,10,0.8408590420149267,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8259917497634888,0.8200446367263794,0.8004233837127686,0.8203915953636169,0.8347949385643005,0.8352780342102051,0.8327473402023315],[0.7136454582214355,0.7110353708267212,0.7014665007591248,0.7231358289718628,0.7423794865608215,0.7421171069145203,0.7408244609832764],[0.6460545659065247,0.6436304450035095,0.6361440420150757,0.6596531867980957,0.6829116344451904,0.6803418397903442,0.6764700412750244],[0.620802104473114,0.6096115112304688,0.5959707498550415,0.6261612176895142,0.6589682698249817,0.6567760109901428,0.653642475605011],[0.5792160630226135,0.5695791244506836,0.5570638179779053,0.5836226344108582,0.6127349138259888,0.6118487119674683,0.6107249855995178]]","[[0.6091485619544983,0.6085315942764282,0.6524266600608826,0.650468111038208,0.6373052597045898,0.6358733773231506],[0.5501174330711365,0.5487087368965149,0.613129734992981,0.612354040145874,0.5312203764915466,0.5288664698600769],[0.5128830075263977,0.5119377970695496,0.6842226982116699,0.6828683018684387,0.5523051023483276,0.5504244565963745],[0.5880381464958191,0.588312566280365,0.6653165817260742,0.6644800901412964,0.6027225255966187,0.6015632748603821]]","[0.875,0.8680555555555555,0.8576388888888888,0.8576388888888888,0.8541666666666666]","[0.8576388888888888,0.84375,0.8506944444444443,0.8541666666666666]"
2,hierarchical,hidden,0.8645833333333334,0.7686805725097656,0.5625,0.7485538601875306,0.7062655389308929,,0.1995466649532318,20808,10,1.0952629579987845,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7324529886245728,0.7467123866081238,0.7583150863647461,0.7644065618515015,0.7690545916557312,0.758582592010498,0.7445568442344666],[0.7491838932037354,0.7700808644294739,0.78810054063797,0.7866500020027161,0.782434344291687,0.776852548122406,0.7700235843658447],[0.7309744358062744,0.7487553358078003,0.765914797782898,0.7688944339752197,0.7710347175598145,0.7653713822364807,0.758787989616394],[0.6954612731933594,0.7110446691513062,0.7274546027183533,0.7349970936775208,0.7428516745567322,0.7347021698951721,0.7251611351966858],[0.6758461594581604,0.6868596076965332,0.7002419233322144,0.7100797295570374,0.7217556834220886,0.7162933945655823,0.710469663143158]]","[[0.7439286112785339,0.742171585559845,0.7124729156494141,0.7071363925933838,0.6756585240364075,0.6733360290527344],[0.7220379710197449,0.7213576436042786,0.7464081048965454,0.7418391108512878,0.6701667904853821,0.663308322429657],[0.6763915419578552,0.6777770519256592,0.714598536491394,0.7043622136116028,0.5746929049491882,0.5696611404418945],[0.7255254983901978,0.7254566550254822,0.7299084067344666,0.7219021916389465,0.6345676183700562,0.6303632259368896]]","[0.892361111111111,0.8819444444444445,0.8680555555555557,0.8645833333333334,0.8645833333333334]","[0.861111111111111,0.8541666666666666,0.8611111111111112,0.8680555555555557]"
3,hierarchical,hidden,0.8958333333333334,0.7431653141975403,0.5416666666666666,0.8491708159446716,0.7701679319143295,,0.0814347807317972,20808,10,0.8291257499950007,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8568122386932373,0.8748274445533752,0.8760324120521545,0.883091390132904,0.887998640537262,0.8783184289932251,0.8592137694358826],[0.8327926397323608,0.8624737858772278,0.8776683211326599,0.8816903233528137,0.8832276463508606,0.8694235682487488,0.8463932871818542],[0.7977437973022461,0.8363704085350037,0.8599411845207214,0.8612020015716553,0.8590437769889832,0.8408351540565491,0.8133398294448853],[0.8030949831008911,0.8297005295753479,0.8441749215126038,0.8512484431266785,0.8578887581825256,0.8443370461463928,0.8225218057632446],[0.7694964408874512,0.7881405353546143,0.7969143390655518,0.8047252893447876,0.8131887912750244,0.8058174252510071,0.79228276014328]]","[[0.8499642014503479,0.8467614650726318,0.8124113082885742,0.8074920773506165,0.6941353678703308,0.6852362155914307],[0.8735553622245789,0.8701514005661011,0.7448622584342957,0.7394296526908875,0.6446934342384338,0.6353066563606262],[0.7665754556655884,0.7608012557029724,0.8197360634803772,0.8190422654151917,0.704810380935669,0.6951162815093994],[0.877632200717926,0.8738068342208862,0.8082051873207092,0.8043314218521118,0.6779705286026001,0.6668030023574829]]","[0.8958333333333334,0.8888888888888888,0.8993055555555555,0.8958333333333334,0.8958333333333334]","[0.90625,0.9027777777777778,0.8923611111111112,0.8993055555555557]"
4,hierarchical,hidden,0.8541666666666666,0.77824467420578,0.5625,0.8009723067283631,0.7461455315351486,,0.0680533237755298,20808,10,0.8498820830136538,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8623184561729431,0.8610029220581055,0.8586925268173218,0.858451247215271,0.8572545051574707,0.8629629015922546,0.8671559691429138],[0.8115823268890381,0.8140277862548828,0.8162772059440613,0.8164911866188049,0.8173837661743164,0.821437656879425,0.8245312571525574],[0.7965424656867981,0.7928088307380676,0.789344072341919,0.7941380143165588,0.7995078563690186,0.8030347228050232,0.8052860498428345],[0.7763087749481201,0.775458574295044,0.7753323912620544,0.7810484170913696,0.7874695062637329,0.7879548072814941,0.7863439321517944],[0.7285706996917725,0.726050078868866,0.7253328561782837,0.7299295663833618,0.736437201499939,0.7405315041542053,0.744658350944519]]","[[0.7713217735290527,0.7652334570884705,0.764914870262146,0.7637850046157837,0.7512295246124268,0.7469832301139832],[0.7279199361801147,0.7156270146369934,0.7755442261695862,0.7705426216125488,0.7192932367324829,0.7143556475639343],[0.723717212677002,0.7190587520599365,0.7261208295822144,0.725387454032898,0.6627447009086609,0.658665657043457],[0.7668408155441284,0.7591383457183838,0.7818176746368408,0.7794259786605835,0.7171005606651306,0.7123286724090576]]","[0.8541666666666666,0.84375,0.8506944444444445,0.8541666666666666,0.8541666666666666]","[0.8368055555555555,0.8472222222222222,0.829861111111111,0.8298611111111112]"
0,hierarchical,all_hidden,0.9166666666666666,0.7741037011146545,0.5416666666666666,0.8045149564743042,0.7568957805633545,,-0.2522379606962204,20808,10,2.303817459003767,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8367266058921814,0.8588814735412598,0.8698543310165405,0.8725085258483887,0.8705349564552307,0.8654377460479736,0.8535703420639038],[0.816226601600647,0.8258475661277771,0.8261412382125854,0.8272561430931091,0.8262082934379578,0.8381887674331665,0.849899411201477],[0.7943695783615112,0.797177255153656,0.7907266020774841,0.7989432215690613,0.8051578402519226,0.8163048624992371,0.8274799585342407],[0.7679451107978821,0.7769604921340942,0.7773212194442749,0.7804139256477356,0.7823150157928467,0.793222963809967,0.8047872185707092],[0.7361552119255066,0.7473917007446289,0.7516381740570068,0.7555727362632751,0.75937420129776,0.7684467434883118,0.7784487009048462]]","[[0.7321643233299255,0.7377642393112183,0.7617911100387573,0.7612664699554443,0.8193292021751404,0.8199310898780823],[0.6936869025230408,0.7024038434028625,0.7835359573364258,0.779366672039032,0.8198533058166504,0.8169711232185364],[0.7094846367835999,0.7094789743423462,0.713621199131012,0.7139973044395447,0.7654149532318115,0.7659980058670044],[0.7123867869377136,0.7155942916870117,0.7479127049446106,0.7465457916259766,0.7972654700279236,0.797885537147522]]","[0.9270833333333334,0.9131944444444445,0.9097222222222223,0.9097222222222223,0.9166666666666666]","[0.9027777777777778,0.9097222222222223,0.9097222222222222,0.9097222222222223]"
1,hierarchical,all_hidden,0.861111111111111,0.7319867610931396,0.5833333333333334,0.68474440574646,0.6068337559700012,,-0.2494310140609741,20808,10,1.4575759999861475,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8250519037246704,0.8218523859977722,0.8043615818023682,0.823255717754364,0.8363525867462158,0.8358572721481323,0.8320674896240234],[0.708671510219574,0.6859340667724609,0.6608717441558838,0.6938254237174988,0.7277092337608337,0.7318509817123413,0.7363789081573486],[0.6490735411643982,0.6384807825088501,0.6244727373123169,0.6515846848487854,0.6793391108512878,0.6794143319129944,0.679000735282898],[0.6307715177536011,0.6223128437995911,0.6104982495307922,0.6374290585517883,0.6655898690223694,0.6643962264060974,0.6625326871871948],[0.5888870358467102,0.5875469446182251,0.5815237760543823,0.6036978960037231,0.6269816160202026,0.624233603477478,0.6206238269805908]]","[[0.5548891425132751,0.5551087856292725,0.6732117533683777,0.6709232330322266,0.6340823173522949,0.6334066390991211],[0.5685345530509949,0.5665684938430786,0.6037189960479736,0.6025143265724182,0.5418301820755005,0.5392088890075684],[0.5550854802131653,0.5537477135658264,0.6609845161437988,0.660089373588562,0.5731605291366577,0.5709471106529236],[0.5743201971054077,0.5750802159309387,0.652428925037384,0.6514162421226501,0.609237015247345,0.6086375117301941]]","[0.8715277777777777,0.8680555555555555,0.861111111111111,0.8611111111111112,0.861111111111111]","[0.8645833333333334,0.8402777777777778,0.8541666666666666,0.8611111111111112]"
2,hierarchical,all_hidden,0.8645833333333334,0.7587012648582458,0.5416666666666666,0.7489117980003357,0.7081555724143982,,-0.1849992871284485,20808,10,1.9687617500021588,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7364455461502075,0.7502299547195435,0.7613406181335449,0.767623245716095,0.7724413275718689,0.762098491191864,0.7481992840766907],[0.7565732598304749,0.7742892503738403,0.7898669838905334,0.7913970947265625,0.7909878492355347,0.7853643894195557,0.7784394025802612],[0.7324707508087158,0.7483845353126526,0.7639784812927246,0.7680630683898926,0.7717065811157227,0.7666276097297668,0.7607678771018982],[0.7012445330619812,0.7173330783843994,0.7338507771492004,0.7395687103271484,0.7452767491340637,0.7385978698730469,0.7309207916259766],[0.6711705923080444,0.6836034059524536,0.6980839967727661,0.7066649198532104,0.7166281342506409,0.711001992225647,0.7049066424369812]]","[[0.740239679813385,0.7385053634643555,0.7402307391166687,0.7342678308486938,0.6828897595405579,0.6789057850837708],[0.7225936651229858,0.7215415239334106,0.7446647882461548,0.7408842444419861,0.6799346208572388,0.6729958057403564],[0.689841628074646,0.6900264620780945,0.7095485925674438,0.7005240321159363,0.5956751704216003,0.5906743407249451],[0.7262554168701172,0.7251762747764587,0.7391258478164673,0.7316847443580627,0.6526781916618347,0.6471937894821167]]","[0.8888888888888888,0.8854166666666666,0.8645833333333334,0.8645833333333334,0.8645833333333334]","[0.861111111111111,0.857638888888889,0.8680555555555555,0.8680555555555557]"
3,hierarchical,all_hidden,0.8958333333333334,0.7375881671905518,0.5416666666666666,0.8461626768112183,0.7586628347635269,,-0.3010621517896652,20808,10,1.6876204579893963,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8547765612602234,0.8731932640075684,0.8746790885925293,0.8822354078292847,0.8877508044242859,0.8771844506263733,0.857069730758667],[0.8441954255104065,0.86100172996521,0.865455687046051,0.8747485280036926,0.8838876485824585,0.8756611347198486,0.8592998385429382],[0.8134198188781738,0.8449112772941589,0.8623031973838806,0.8660210967063904,0.8674013614654541,0.8528864979743958,0.8297239542007446],[0.8010773062705994,0.8321488499641418,0.850134551525116,0.8554280996322632,0.8595626950263977,0.844057023525238,0.8199485540390015],[0.7625237107276917,0.7903677821159363,0.8070564866065979,0.8126587867736816,0.8178873062133789,0.8050501346588135,0.7849973440170288]]","[[0.8084367513656616,0.8049471974372864,0.835814356803894,0.8316670656204224,0.7141292691230774,0.7063872814178467],[0.8791948556900024,0.8759381175041199,0.747546911239624,0.7427133917808533,0.6606761813163757,0.6512013673782349],[0.808996856212616,0.8044400215148926,0.7900711894035339,0.7883673310279846,0.6441941857337952,0.6319662928581238],[0.8724660873413086,0.8683866262435913,0.8225246667861938,0.8196435570716858,0.7013606429100037,0.6903003454208374]]","[0.8958333333333334,0.8888888888888888,0.8958333333333334,0.8993055555555555,0.8958333333333334]","[0.9097222222222223,0.9097222222222222,0.9027777777777778,0.9131944444444443]"
4,hierarchical,all_hidden,0.8611111111111112,0.7900187969207764,0.5833333333333334,0.8008716344833374,0.7560224682092667,,-0.3158223778009414,20808,10,1.5166462080087513,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8620887994766235,0.8619357347488403,0.860720694065094,0.8605619668960571,0.8594688773155212,0.8642381429672241,0.8671842813491821],[0.8123339414596558,0.8129198551177979,0.8134216070175171,0.8142745494842529,0.8157106041908264,0.8203905820846558,0.824285089969635],[0.7973576784133911,0.7917628288269043,0.7865662574768066,0.7911428213119507,0.7963130474090576,0.8014816045761108,0.8059375882148743],[0.7866817116737366,0.7844516634941101,0.7828605771064758,0.7880573868751526,0.7939770817756653,0.7961146235466003,0.7966886162757874],[0.7279482483863831,0.726047158241272,0.7257654070854187,0.7304389476776123,0.7370028495788574,0.7404798865318298,0.7437278628349304]]","[[0.7691357731819153,0.7626980543136597,0.7662849426269531,0.7650280594825745,0.7586073875427246,0.7543216347694397],[0.7282351851463318,0.7157965898513794,0.7770668268203735,0.7725914716720581,0.7332104444503784,0.7283746004104614],[0.7241562604904175,0.7180371880531311,0.7314931750297546,0.7292975783348083,0.665732741355896,0.6612968444824219],[0.7816032767295837,0.7734442353248596,0.7952517867088318,0.7928350567817688,0.7536107301712036,0.7485896944999695]]","[0.8541666666666666,0.84375,0.8506944444444445,0.8506944444444445,0.8611111111111112]","[0.8298611111111112,0.8506944444444445,0.8333333333333334,0.8263888888888888]"
0,hierarchical,matryoshka,0.90625,0.7902259826660156,0.6875,0.7739744782447815,0.739614263176918,,0.1553482562303543,20808,10,0.8827988329867367,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8258224725723267,0.8499453067779541,0.8633124828338623,0.8650276064872742,0.862270176410675,0.8560870885848999,0.8428810834884644],[0.8034797310829163,0.8176802396774292,0.8224819898605347,0.825192391872406,0.8253636360168457,0.8309993147850037,0.8350127935409546],[0.7621442675590515,0.7567629218101501,0.7417407631874084,0.744494616985321,0.7457292079925537,0.7694079279899597,0.7967148423194885],[0.7432854771614075,0.740715742111206,0.7287181615829468,0.7309650778770447,0.7319376468658447,0.7536265850067139,0.7789204120635986],[0.7053095698356628,0.7072939872741699,0.7016157507896423,0.7052139639854431,0.7081602215766907,0.7250013947486877,0.7451356649398804]]","[[0.7909554243087769,0.7921051979064941,0.7743586301803589,0.774757444858551,0.7905791401863098,0.7907160520553589],[0.5937412977218628,0.602607250213623,0.6925818920135498,0.6887439489364624,0.8389266729354858,0.8404486179351807],[0.6618746519088745,0.6651792526245117,0.703191339969635,0.700175404548645,0.7872804999351501,0.7869794964790344],[0.5923478603363037,0.5947561264038086,0.6681525111198425,0.663699746131897,0.7726835012435913,0.7747443318367004]]","[0.9236111111111112,0.9131944444444445,0.90625,0.90625,0.90625]","[0.9131944444444445,0.892361111111111,0.8958333333333334,0.8923611111111112]"
1,hierarchical,matryoshka,0.8576388888888888,0.7118354439735413,0.7291666666666666,0.670133912563324,0.6557724475860596,,0.1054588258266449,20808,10,1.325595959002385,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7912383079528809,0.7726798057556152,0.743461549282074,0.7664017081260681,0.7846704721450806,0.7904992699623108,0.7948710322380066],[0.7357385158538818,0.6990070343017578,0.6611554622650146,0.7000129222869873,0.741292417049408,0.7499895095825195,0.760167121887207],[0.656947672367096,0.6153592467308044,0.5756590366363525,0.6177385449409485,0.6653475165367126,0.6745098829269409,0.6862900257110596],[0.6372542977333069,0.5968054533004761,0.5591292381286621,0.6001993417739868,0.6468573212623596,0.6565555930137634,0.6693816781044006],[0.5991623401641846,0.5746732950210571,0.5501060485839844,0.5834940671920776,0.6216194033622742,0.626606285572052,0.6336799263954163]]","[[0.5966268181800842,0.5943512916564941,0.7369882464408875,0.7361807823181152,0.7398955225944519,0.7382693290710449],[0.5244800448417664,0.5196443200111389,0.7175801992416382,0.7141450643539429,0.6522851586341858,0.6485939621925354],[0.408943772315979,0.4102628529071808,0.6498674750328064,0.648125946521759,0.6247066855430603,0.6263663172721863],[0.45528310537338257,0.4546409249305725,0.7147697806358337,0.7120165228843689,0.6607861518859863,0.6607568264007568]]","[0.861111111111111,0.8645833333333334,0.8680555555555555,0.8576388888888888,0.8576388888888888]","[0.8611111111111112,0.8645833333333334,0.8402777777777777,0.8645833333333334]"
2,hierarchical,matryoshka,0.8402777777777778,0.7625355124473572,0.8541666666666666,0.7373449325561523,0.724899023771286,,0.1694968417286873,20808,10,0.9329558750032448,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.6653713583946228,0.6691246032714844,0.6738099455833435,0.6886183023452759,0.7046442031860352,0.6949681043624878,0.6821969151496887],[0.7300795316696167,0.7441766858100891,0.7564277648925781,0.7602874636650085,0.7628359198570251,0.757072925567627,0.7499747276306152],[0.7166295647621155,0.7205614447593689,0.7262223362922668,0.7386083006858826,0.753221869468689,0.7498987913131714,0.7462602257728577],[0.7486736178398132,0.7551822662353516,0.7628740072250366,0.7728092670440674,0.7838962078094482,0.7811922430992126,0.7785314321517944],[0.7054306864738464,0.7144384384155273,0.7261683940887451,0.7363141775131226,0.7485737800598145,0.7452122569084167,0.74242103099823]]","[[0.7526950836181641,0.7506694793701172,0.8007978796958923,0.7979499101638794,0.7561221122741699,0.7533187866210938],[0.6637634634971619,0.6625859141349792,0.7434733510017395,0.7415118217468262,0.6746935248374939,0.6656524538993835],[0.7093302011489868,0.7112988829612732,0.7577507495880127,0.7528789639472961,0.6681973338127136,0.6679756045341492],[0.7168154120445251,0.7167732119560242,0.7413941621780396,0.7347569465637207,0.6543737649917603,0.6505486965179443]]","[0.8819444444444443,0.8715277777777778,0.8541666666666666,0.8263888888888888,0.8402777777777778]","[0.8819444444444445,0.8680555555555557,0.8333333333333334,0.8402777777777778]"
3,hierarchical,matryoshka,0.892361111111111,0.7281195521354675,0.5833333333333334,0.8152202844619751,0.7330847084522247,,0.0497975945472717,20808,10,0.714793708990328,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8581278324127197,0.8696039915084839,0.8655881285667419,0.8757880330085754,0.8849710822105408,0.8775631785392761,0.8611227869987488],[0.7691682577133179,0.7760881185531616,0.7740414142608643,0.785152792930603,0.7964496612548828,0.7930145859718323,0.7825633883476257],[0.7853196263313293,0.8148167133331299,0.8308195471763611,0.8356039524078369,0.8382167816162109,0.8233954906463623,0.79982990026474],[0.7907183766365051,0.8211463689804077,0.8381891250610352,0.8421775102615356,0.844045877456665,0.8297328352928162,0.8068448305130005],[0.7452355623245239,0.7685092687606812,0.7808282375335693,0.788878858089447,0.7970777153968811,0.7843865156173706,0.7642823457717896]]","[[0.7338051795959473,0.7317804098129272,0.7279092073440552,0.7210060358047485,0.6124773025512695,0.6071686148643494],[0.82752525806427,0.8231549263000488,0.76742023229599,0.7641465663909912,0.6422972083091736,0.6325517296791077],[0.8039146661758423,0.7994703054428101,0.7909130454063416,0.7893545031547546,0.6645333766937256,0.654087483882904],[0.8410846590995789,0.837696373462677,0.7571389079093933,0.7528830170631409,0.651163637638092,0.641758918762207]]","[0.888888888888889,0.8923611111111112,0.8854166666666666,0.8888888888888888,0.892361111111111]","[0.9027777777777777,0.8958333333333334,0.888888888888889,0.8958333333333334]"
4,hierarchical,matryoshka,0.8472222222222222,0.8184342384338379,0.625,0.8023090481758117,0.7746805399656296,,0.0400688461959362,20808,10,0.9996561669977382,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8428841233253479,0.8372105360031128,0.8307512998580933,0.8276647925376892,0.8237981796264648,0.8357487320899963,0.8484323024749756],[0.834869384765625,0.8323149681091309,0.8305755257606506,0.8268679976463318,0.8241205811500549,0.8363680839538574,0.8505516648292542],[0.7947479486465454,0.786549985408783,0.7796233296394348,0.7800351977348328,0.7812255024909973,0.79308021068573,0.806995689868927],[0.791006326675415,0.7879649996757507,0.7855738997459412,0.7877910137176514,0.7908598780632019,0.7969334721565247,0.8031641840934753],[0.7477498054504395,0.7439663410186768,0.7422940135002136,0.7419789433479309,0.7437160015106201,0.754185140132904,0.7671905159950256]]","[[0.7944504618644714,0.7898487448692322,0.7744928598403931,0.7774715423583984,0.8327663540840149,0.8299294710159302],[0.7261372208595276,0.7171092629432678,0.7518307566642761,0.7484546899795532,0.7892229557037354,0.7840283513069153],[0.7755393385887146,0.7671591639518738,0.7566428780555725,0.7572792768478394,0.7850618362426758,0.7821112275123596],[0.7707239389419556,0.7639192342758179,0.7913780212402344,0.7905582785606384,0.7998788356781006,0.7951616644859314]]","[0.84375,0.8368055555555555,0.8402777777777778,0.84375,0.8472222222222222]","[0.84375,0.8576388888888888,0.8368055555555555,0.8541666666666666]"
0,hierarchical,dda_fixed,0.8958333333333334,0.7760306000709534,0.6875,0.784041702747345,0.7689944505691528,0.2357022603955158,0.1530825719237327,20808,10,1.2628673329891171,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8251057267189026,0.8524312376976013,0.8691018223762512,0.8698484897613525,0.8661805391311646,0.8580161929130554,0.8422560095787048],[0.7780789732933044,0.801752507686615,0.8169779777526855,0.8098349571228027,0.8010881543159485,0.8080828785896301,0.8139129281044006],[0.7653416991233826,0.7686386108398438,0.7623598575592041,0.7706419229507446,0.7766757607460022,0.7862985134124756,0.7956119179725647],[0.7622225284576416,0.7595542073249817,0.7475069165229797,0.7603184580802917,0.7714792490005493,0.7825115919113159,0.7936078310012817],[0.6995356678962708,0.7097749710083008,0.7124457955360413,0.7180101871490479,0.7226942777633667,0.7292449474334717,0.7360036373138428]]","[[0.8169856667518616,0.8163450360298157,0.7574260234832764,0.7584733366966248,0.739291787147522,0.737261176109314],[0.6510521769523621,0.6609731316566467,0.7714660167694092,0.7666327953338623,0.8067340850830078,0.8032302260398865],[0.646651566028595,0.6526305079460144,0.7356739640235901,0.7324604392051697,0.7543931603431702,0.7525109052658081],[0.5414297580718994,0.5479112267494202,0.6537386775016785,0.6492217183113098,0.7532203197479248,0.7550656795501709]]","[0.9236111111111112,0.90625,0.90625,0.8993055555555555,0.8958333333333334]","[0.9097222222222222,0.8958333333333334,0.8958333333333334,0.8888888888888888]"
1,hierarchical,dda_fixed,0.8645833333333334,0.7225331664085388,0.75,0.6960231542587281,0.6711753904819489,0.2357022603955158,0.1251356229186058,20808,10,1.0494555839977693,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7855127453804016,0.7637289762496948,0.7318945527076721,0.7559066414833069,0.7755290269851685,0.7823343873023987,0.7879793047904968],[0.7049804329872131,0.7184749841690063,0.7209511399269104,0.7324807047843933,0.7391483187675476,0.7359830737113953,0.7308424711227417],[0.6815106272697449,0.6767275929450989,0.6658298373222351,0.6893530488014221,0.7124220728874207,0.7117104530334473,0.7101129293441772],[0.6307985186576843,0.6023730039596558,0.57398921251297,0.6121110320091248,0.6551952958106995,0.6581384539604187,0.6618579626083374],[0.59903883934021,0.5855677127838135,0.5690006613731384,0.5952703952789307,0.6236558556556702,0.6259661912918091,0.6291035413742065]]","[[0.6786540746688843,0.6758671402931213,0.6235776543617249,0.6228722929954529,0.6485265493392944,0.6452774405479431],[0.4940825402736664,0.49206405878067017,0.6853931546211243,0.682868242263794,0.6051601767539978,0.6033912301063538],[0.5191936492919922,0.5160816311836243,0.6863210201263428,0.6835745573043823,0.6204808354377747,0.618249773979187],[0.46686288714408875,0.46523988246917725,0.6257691383361816,0.622336208820343,0.6374261975288391,0.6370797753334045]]","[0.8645833333333334,0.8645833333333334,0.857638888888889,0.8715277777777778,0.8645833333333334]","[0.8541666666666666,0.8506944444444445,0.8541666666666666,0.8541666666666666]"
2,hierarchical,dda_fixed,0.861111111111111,0.7635733485221863,0.7916666666666666,0.7362529158592224,0.726846769452095,0.2357022603955158,0.2005722373723983,20808,10,0.9572867089882492,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7304774522781372,0.7280954718589783,0.7267581820487976,0.7426092624664307,0.7597275376319885,0.7539793848991394,0.745649516582489],[0.7140564322471619,0.7334798574447632,0.750259518623352,0.7496832013130188,0.74687659740448,0.7405837774276733,0.7327316999435425],[0.713962972164154,0.7218541502952576,0.7314006090164185,0.7421838045120239,0.7544361352920532,0.7489303946495056,0.7423734664916992],[0.7022446393966675,0.7065218091011047,0.7141405344009399,0.7289658188819885,0.7465322017669678,0.7410481572151184,0.7348408699035645],[0.6759085059165955,0.6767448782920837,0.6816130876541138,0.6981104612350464,0.7187901735305786,0.7152572274208069,0.7118116021156311]]","[[0.7533809542655945,0.7539103627204895,0.7299280166625977,0.7285940647125244,0.6906719207763672,0.6912040710449219],[0.6828995943069458,0.6861553192138672,0.7552333474159241,0.7499648332595825,0.6142920851707458,0.6106231212615967],[0.6727178692817688,0.6765478849411011,0.7155823111534119,0.7071375250816345,0.5681580901145935,0.5664246082305908],[0.6920598149299622,0.6924507021903992,0.7033032774925232,0.7075994610786438,0.6919355392456055,0.691635251045227]]","[0.8958333333333334,0.875,0.8645833333333334,0.861111111111111,0.861111111111111]","[0.8819444444444443,0.8715277777777778,0.861111111111111,0.875]"
