seed,mode,method,probe_accuracy,probe_r2,nuisance_accuracy,final_cka,residual_cka,mapping_rmse,best_val_loss,trainable_parameters,epochs,wall_time_seconds,mapping_means,mapping_weights,eeg_residual_norms,audio_residual_norms,hidden_cka_matrix,residual_cka_matrix,layer_probe_accuracy,residual_probe_accuracy
2,hierarchical,shuffled_residual,0.8819444444444445,0.8036379814147949,0.7916666666666666,0.7423738002777099,0.7396592944860458,0.2357022603955158,0.1874447762966156,20808,10,0.5687177080253605,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7061703205108643,0.7078419923782349,0.7105931639671326,0.7262257933616638,0.7432841062545776,0.7350380420684814,0.7239145040512085],[0.7765659093856812,0.7886560559272766,0.8006153106689453,0.8037436008453369,0.8070538640022278,0.8071503043174744,0.807937741279602],[0.7274396419525146,0.7333105802536011,0.7422062158584595,0.7564265131950378,0.7737269997596741,0.7685806751251221,0.7630573511123657],[0.7029902935028076,0.7085593342781067,0.7177225351333618,0.7334440350532532,0.7525340914726257,0.7461069226264954,0.7391017079353333],[0.6593731045722961,0.6686466932296753,0.6812451481819153,0.6937015652656555,0.7091397047042847,0.7027963995933533,0.6961227655410767]]","[[0.7621378302574158,0.760453462600708,0.7922247648239136,0.7960164546966553,0.7913497090339661,0.7878318428993225],[0.739195704460144,0.7398124933242798,0.8020755052566528,0.7978881597518921,0.7015401124954224,0.695327877998352],[0.6907398700714111,0.6924059391021729,0.7491328120231628,0.7431838512420654,0.6307011842727661,0.6259987950325012],[0.7153182625770569,0.7165998220443726,0.6794266700744629,0.6791772246360779,0.6507814526557922,0.6512399911880493]]","[0.8958333333333334,0.8819444444444443,0.8854166666666666,0.8819444444444445,0.8819444444444445]","[0.8784722222222223,0.8784722222222223,0.8611111111111112,0.8611111111111112]"
3,hierarchical,shuffled_residual,0.8923611111111112,0.7484273910522461,0.6875,0.8223100304603577,0.7099103629589081,0.2357022603955158,0.0840838178992271,20808,10,0.5970907919981983,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8615906238555908,0.864147961139679,0.8531359434127808,0.8659695982933044,0.8789606094360352,0.8762959241867065,0.8653887510299683],[0.8161393404006958,0.8049648404121399,0.7859816551208496,0.797871470451355,0.8115161061286926,0.8231402039527893,0.8307188153266907],[0.8122442364692688,0.8218313455581665,0.8202798366546631,0.8301516771316528,0.8403811454772949,0.8373594284057617,0.827951192855835],[0.8063433170318604,0.8223206400871277,0.8269698619842529,0.8357452750205994,0.8444814682006836,0.8375582695007324,0.8235623836517334],[0.768972635269165,0.7942655682563782,0.8081853985786438,0.8129398226737976,0.8167495131492615,0.8065251708030701,0.7893447279930115]]","[[0.6558302044868469,0.6514397263526917,0.7569615840911865,0.7575563788414001,0.7309746742248535,0.7275699973106384],[0.8090900182723999,0.8053314089775085,0.782039225101471,0.7785753011703491,0.669617235660553,0.661249577999115],[0.7782740592956543,0.7747229933738708,0.7693533897399902,0.7669671177864075,0.670258104801178,0.6626009941101074],[0.8076022863388062,0.8038564324378967,0.7560194730758667,0.752979040145874,0.6428676247596741,0.634804904460907]]","[0.8888888888888888,0.8854166666666666,0.8854166666666666,0.8888888888888888,0.8923611111111112]","[0.8819444444444445,0.888888888888889,0.8784722222222222,0.9027777777777778]"
4,hierarchical,shuffled_residual,0.861111111111111,0.8329320549964905,0.75,0.8021674275398254,0.7877863943576813,0.2357022603955158,0.0454227775335311,20808,10,0.8396002909867093,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8537899851799011,0.849337637424469,0.8439722061157227,0.8418548107147217,0.8389936089515686,0.8490760326385498,0.8591102957725525],[0.8141822218894958,0.8045376539230347,0.7963915467262268,0.7914397120475769,0.7876558303833008,0.8066298961639404,0.8300725817680359],[0.8106949925422668,0.8060052990913391,0.8026750087738037,0.799629807472229,0.7978678345680237,0.8113756775856018,0.8278014659881592],[0.7938295602798462,0.7899023294448853,0.7877984642982483,0.7865733504295349,0.7868879437446594,0.7981051802635193,0.8115817904472351],[0.7527777552604675,0.7515894770622253,0.7528852224349976,0.7515958547592163,0.7522956728935242,0.762033998966217,0.7741378545761108]]","[[0.791969358921051,0.7850100994110107,0.7692683935165405,0.7731207609176636,0.8811901807785034,0.8783239126205444],[0.7781540751457214,0.7689589858055115,0.7877793312072754,0.7863322496414185,0.811314582824707,0.8069672584533691],[0.7859687209129333,0.7788072228431702,0.7799969911575317,0.7808226943016052,0.8271602988243103,0.8237637281417847],[0.7874897122383118,0.780458927154541,0.7793222069740295,0.7816956639289856,0.7934237122535706,0.7905741930007935]]","[0.8506944444444445,0.8611111111111112,0.8506944444444445,0.8541666666666666,0.861111111111111]","[0.8506944444444445,0.857638888888889,0.8576388888888888,0.8611111111111112]"
0,hierarchical,random_teacher,0.9201388888888888,0.8306980729103088,0.8333333333333334,0.6885995745658875,0.5548047423362732,0.2357022603955158,1.014066517353058,20808,10,1.098091916006524,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7966110110282898,0.8264988660812378,0.8240033984184265,0.8433291912078857,0.8314862251281738,0.8291547298431396,0.8145362734794617],[0.7296431660652161,0.7641454935073853,0.7588927149772644,0.7832545042037964,0.7695201635360718,0.765670657157898,0.7495472431182861],[0.6427201628684998,0.6719202995300293,0.6652005910873413,0.6856109499931335,0.6749311685562134,0.6699334979057312,0.6572591066360474],[0.5606039762496948,0.6005069017410278,0.5854049921035767,0.616886556148529,0.6041473150253296,0.5926287770271301,0.5807528495788574],[0.579242467880249,0.6119036078453064,0.5943752527236938,0.6185893416404724,0.6146683692932129,0.6007558107376099,0.5977358818054199]]","[[0.7975035905838013,0.7048839330673218,0.7938541173934937,0.6287010908126831,0.7074377536773682,0.6214898228645325],[0.5363645553588867,0.5812361240386963,0.5366256237030029,0.5253956913948059,0.5786402225494385,0.5193541049957275],[0.5965121984481812,0.46347367763519287,0.5877982378005981,0.5374850630760193,0.471269428730011,0.5426443815231323],[0.5432243347167969,0.4038250148296356,0.5347850322723389,0.34857529401779175,0.4095824956893921,0.3476046919822693]]","[0.9236111111111112,0.90625,0.8993055555555555,0.90625,0.9201388888888888]","[0.9166666666666666,0.8611111111111112,0.8715277777777778,0.8784722222222223]"
1,hierarchical,random_teacher,0.8472222222222222,0.7743070721626282,0.9375,0.6877392292022705,0.5878487825393677,0.2357022603955158,0.9846198558807372,20808,10,0.7800302079995163,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7778446674346924,0.7610355615615845,0.7714412808418274,0.7508504986763,0.7644186615943909,0.7707653045654297,0.7772315144538879],[0.7025718092918396,0.6773866415023804,0.69279944896698,0.6675640344619751,0.6874037981033325,0.6978448629379272,0.7125282883644104],[0.6784135103225708,0.6716071367263794,0.6836642026901245,0.6736164093017578,0.683574914932251,0.6928005814552307,0.697579562664032],[0.647284209728241,0.6246708035469055,0.647854208946228,0.6240448355674744,0.6394457221031189,0.6583721041679382,0.6683359742164612],[0.6331031322479248,0.6069807410240173,0.6372257471084595,0.6092883944511414,0.6227294206619263,0.648037314414978,0.6549898982048035]]","[[0.6075559854507446,0.5881953835487366,0.6009008288383484,0.6950734853744507,0.5860111713409424,0.6914065480232239],[0.5533941388130188,0.6164109110832214,0.5485889911651611,0.6276297569274902,0.6141928434371948,0.6224076747894287],[0.5012503862380981,0.567132830619812,0.49897512793540955,0.6186830401420593,0.5669435262680054,0.6164155006408691],[0.5267645716667175,0.5693063735961914,0.5185195207595825,0.5831977128982544,0.5689098238945007,0.5765671133995056]]","[0.8715277777777777,0.8611111111111112,0.8645833333333334,0.8472222222222222,0.8472222222222222]","[0.861111111111111,0.7951388888888888,0.7743055555555555,0.7881944444444445]"
2,hierarchical,random_teacher,0.8715277777777778,0.770438015460968,1.0,0.5181922912597656,0.4725939333438873,0.2357022603955158,1.053091049194336,20808,10,0.8661154589790385,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.6536049246788025,0.6545223593711853,0.6748032569885254,0.6726231575012207,0.6642034649848938,0.6810436844825745,0.6689863801002502],[0.5591162443161011,0.5707517862319946,0.5829897522926331,0.5912124514579773,0.5790756940841675,0.5890239477157593,0.5747288465499878],[0.43381285667419434,0.4322081208229065,0.4588894248008728,0.4545952379703522,0.4437311291694641,0.4667161703109741,0.45169562101364136],[0.44170713424682617,0.4355437457561493,0.4607740640640259,0.45302483439445496,0.447521835565567,0.46901029348373413,0.4599894881248474],[0.43662530183792114,0.4293489456176758,0.453725665807724,0.4449206292629242,0.4400746524333954,0.46081915497779846,0.4522497057914734]]","[[0.6343249678611755,0.7200159430503845,0.6382796764373779,0.6054167151451111,0.7170376777648926,0.6051257848739624],[0.4961804449558258,0.5577611327171326,0.5013831853866577,0.4399302303791046,0.5519877672195435,0.43844226002693176],[0.3778514862060547,0.4041045308113098,0.38122695684432983,0.35601767897605896,0.40256449580192566,0.3582954704761505],[0.47647151350975037,0.5507347583770752,0.4815904498100281,0.3987327516078949,0.5413337349891663,0.3986499011516571]]","[0.892361111111111,0.8645833333333334,0.8784722222222222,0.8541666666666666,0.8715277777777778]","[0.8645833333333334,0.84375,0.8576388888888888,0.8541666666666666]"
3,hierarchical,random_teacher,0.8680555555555555,0.7103729248046875,0.9791666666666666,0.7585833311080933,0.5831987038254738,0.2357022603955158,0.8467674255371094,20808,10,0.7869819159968756,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8283849954605103,0.846949577331543,0.8513069748878479,0.8550368547439575,0.8454355597496033,0.8488041758537292,0.8287900686264038],[0.7571952939033508,0.7942087054252625,0.7945942282676697,0.8144408464431763,0.790013313293457,0.7894303798675537,0.7554929256439209],[0.730017900466919,0.763167679309845,0.7619956731796265,0.7811381816864014,0.7611579895019531,0.7588385939598083,0.7294901609420776],[0.6891075372695923,0.7278555631637573,0.7255749106407166,0.7491820454597473,0.7247864603996277,0.7219638824462891,0.6890385746955872],[0.6673176884651184,0.6987680196762085,0.7016081213951111,0.7177183032035828,0.69483882188797,0.6963335275650024,0.6640127897262573]]","[[0.7360182404518127,0.6374027729034424,0.73065185546875,0.6001071333885193,0.637234628200531,0.5916961431503296],[0.6994150280952454,0.6506242156028748,0.6930210590362549,0.5906445980072021,0.6486188769340515,0.5811653137207031],[0.5821646451950073,0.5013313293457031,0.5793367624282837,0.3675456941127777,0.4939729571342468,0.35877013206481934],[0.6732258200645447,0.6056331992149353,0.6712010502815247,0.5448671579360962,0.6032413840293884,0.5362098217010498]]","[0.8784722222222222,0.875,0.8715277777777778,0.875,0.8680555555555555]","[0.8819444444444443,0.8333333333333334,0.7673611111111112,0.7777777777777777]"
4,hierarchical,random_teacher,0.8229166666666666,0.8344807624816895,0.9583333333333334,0.7180717945098877,0.7095876038074493,0.2357022603955158,1.024018943309784,20808,10,0.7971118749992456,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8369808793067932,0.8312211632728577,0.8228887319564819,0.8198850750923157,0.8350862264633179,0.8282437920570374,0.8436787724494934],[0.762000322341919,0.7603393793106079,0.7456505298614502,0.7495438456535339,0.7701853513717651,0.7586694955825806,0.7822423577308655],[0.7224884033203125,0.7169774770736694,0.7047907114028931,0.7049950361251831,0.7261627316474915,0.7162665724754333,0.7407033443450928],[0.645900309085846,0.6438193917274475,0.6295984387397766,0.6339176297187805,0.654771089553833,0.6429071426391602,0.6679944396018982],[0.6241265535354614,0.6267313361167908,0.6136243939399719,0.6216484308242798,0.6381889581680298,0.627501904964447,0.647961437702179]]","[[0.7504878640174866,0.6990130543708801,0.7470921874046326,0.8229641914367676,0.7074437737464905,0.82277911901474],[0.6718700528144836,0.68039870262146,0.6654483079910278,0.8000646233558655,0.6786817312240601,0.794928252696991],[0.653003990650177,0.6002812385559082,0.6511386632919312,0.7507482767105103,0.6061288118362427,0.7508534789085388],[0.546737015247345,0.5066415071487427,0.5461928248405457,0.6720885634422302,0.5097665190696716,0.6716659665107727]]","[0.84375,0.8229166666666666,0.8159722222222222,0.8159722222222223,0.8229166666666666]","[0.829861111111111,0.8333333333333334,0.8090277777777777,0.8368055555555555]"
0,flat,hidden,0.7118055555555555,0.1848734766244888,0.75,0.7930829286575317,0.7250275611877441,,0.3302857130765915,20808,10,0.7695652909751516,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8655465245246887,0.8675279021263123,0.8705158233642578,0.872420072555542,0.8716105222702026,0.8680662512779236,0.8627976775169373],[0.8247640132904053,0.8302837610244751,0.8408389687538147,0.8534088730812073,0.8642842173576355,0.871670126914978,0.8756440877914429],[0.7765856981277466,0.7826117277145386,0.7943600416183472,0.8088117837905884,0.8220006227493286,0.8318057060241699,0.8380478620529175],[0.7383922934532166,0.7444970011711121,0.7565101981163025,0.7714831233024597,0.7854188680648804,0.7960999011993408,0.8032405376434326],[0.5984339118003845,0.6041262149810791,0.6156662106513977,0.6304731369018555,0.6447880268096924,0.6563816666603088,0.6647984981536865]]","[[0.7592126727104187,0.7585533857345581,0.7575041651725769,0.7561517357826233,0.7546951174736023,0.7532861232757568],[0.7123254537582397,0.7116482853889465,0.7105775475502014,0.7092322111129761,0.7078677415847778,0.7066712379455566],[0.6864293813705444,0.6857060790061951,0.6845536828041077,0.6830912828445435,0.6815969944000244,0.6802914142608643],[0.752143919467926,0.7517447471618652,0.7510067820549011,0.7499321103096008,0.7486339211463928,0.747228741645813]]","[0.7083333333333334,0.6840277777777778,0.6875,0.6909722222222223,0.7118055555555555]","[0.6909722222222222,0.6875,0.6909722222222222,0.6944444444444445]"
1,flat,hidden,0.6944444444444445,0.2478881478309631,0.7708333333333334,0.7773651123046875,0.7749060988426208,,0.4027893096208572,20808,10,0.749593124986859,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8478134274482727,0.8498445749282837,0.8516581058502197,0.8508179187774658,0.8462898135185242,0.8389661312103271,0.8303951621055603],[0.8041906356811523,0.8131011128425598,0.8274545073509216,0.8431856036186218,0.8563101887702942,0.8652928471565247,0.8705130219459534],[0.7200464010238647,0.7306077480316162,0.7484533190727234,0.7694209218025208,0.7887657284736633,0.8040427565574646,0.8150199055671692],[0.6852111220359802,0.6960618495941162,0.7147613167762756,0.7371711134910583,0.7583370804786682,0.7755288481712341,0.7883113026618958],[0.5730665326118469,0.5835613012313843,0.6024313569068909,0.6258967518806458,0.6489547491073608,0.6685178875923157,0.6837996244430542]]","[[0.8293004035949707,0.829610288143158,0.8300749063491821,0.8307298421859741,0.8315812349319458,0.8325960636138916],[0.7493372559547424,0.7496651411056519,0.7501581311225891,0.7508701682090759,0.751886248588562,0.7532383799552917],[0.7383296489715576,0.738638162612915,0.7390995025634766,0.7397668361663818,0.7407532930374146,0.7421295046806335],[0.7762414813041687,0.7766703963279724,0.7773267030715942,0.7782111763954163,0.7792595028877258,0.7803990244865417]]","[0.6944444444444443,0.7013888888888888,0.7118055555555557,0.7083333333333334,0.6944444444444445]","[0.7118055555555555,0.6979166666666666,0.6979166666666666,0.6909722222222222]"
2,flat,hidden,0.6875,0.1741852313280105,0.6666666666666666,0.7712223410606385,0.7097898423671722,,0.3439273834228515,20808,10,1.0608294999983627,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8276743292808533,0.8291699886322021,0.8282805681228638,0.8224567174911499,0.8121857047080994,0.7997475862503052,0.7872219085693359],[0.8086858987808228,0.8181325197219849,0.8304784297943115,0.8402767181396484,0.8448445796966553,0.8446804881095886,0.8415091633796692],[0.7298622131347656,0.7414500713348389,0.7582703232765198,0.7744807004928589,0.786234438419342,0.7929292321205139,0.7956932187080383],[0.684622049331665,0.6965605020523071,0.7142928242683411,0.7320129871368408,0.7456343173980713,0.7542446851730347,0.7587623000144958],[0.5896053314208984,0.6019148230552673,0.6209082007408142,0.6410438418388367,0.6579064726829529,0.670013427734375,0.6778439283370972]]","[[0.7422024607658386,0.7421948313713074,0.7419445514678955,0.7411484718322754,0.7395302057266235,0.7373494505882263],[0.7066783308982849,0.706838071346283,0.7068443298339844,0.706394612789154,0.7051682472229004,0.7033063769340515],[0.6861600875854492,0.6862950325012207,0.6862709522247314,0.6858016848564148,0.6845936179161072,0.6828190684318542],[0.7070721983909607,0.7073373198509216,0.7074821591377258,0.7071875929832458,0.706099808216095,0.7043108940124512]]","[0.6805555555555555,0.6388888888888888,0.6145833333333334,0.6041666666666666,0.6875]","[0.6840277777777778,0.6944444444444443,0.6909722222222222,0.7013888888888888]"
3,flat,hidden,0.6458333333333334,0.1124831214547157,0.75,0.8125323176383972,0.681757003068924,,0.1305246278643608,20808,10,0.6911602910258807,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.9255043268203735,0.9272014498710632,0.9295799732208252,0.9299708008766174,0.9264782071113586,0.9197590947151184,0.911571741104126],[0.860769510269165,0.8659921884536743,0.8751007318496704,0.8838207721710205,0.8880623579025269,0.8874300718307495,0.8836524486541748],[0.7925188541412354,0.7985844016075134,0.8093792796134949,0.8205583691596985,0.8275755047798157,0.8295766115188599,0.8280720710754395],[0.7395980358123779,0.7460668087005615,0.7575817108154297,0.7698413729667664,0.7781679630279541,0.7815062403678894,0.7812371253967285],[0.6134563684463501,0.620205283164978,0.6322847604751587,0.6457360982894897,0.6558994054794312,0.6614060401916504,0.6633301973342896]]","[[0.7345391511917114,0.7333614230155945,0.7310824394226074,0.72762131690979,0.7232553958892822,0.7183483242988586],[0.6751603484153748,0.6739891171455383,0.671748161315918,0.6683672070503235,0.6641901135444641,0.6597120761871338],[0.6556384563446045,0.6544488668441772,0.6521799564361572,0.6487241387367249,0.6443983316421509,0.6397404074668884],[0.6869019865989685,0.6858417391777039,0.6837626695632935,0.6805524826049805,0.6764892935752869,0.6720165610313416]]","[0.6284722222222222,0.6631944444444445,0.6493055555555557,0.6388888888888888,0.6458333333333334]","[0.6527777777777778,0.65625,0.6527777777777777,0.6493055555555555]"
4,flat,hidden,0.6527777777777778,0.1965976804494857,0.7708333333333334,0.8269486665725708,0.8180993646383286,,0.2132214307785034,20808,10,0.7836106670147274,[],[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.9280962347984314,0.9287824034690857,0.9292290210723877,0.927801787853241,0.9237351417541504,0.9174882769584656,0.9101142287254333],[0.8301016688346863,0.837574303150177,0.850117564201355,0.8644319176673889,0.8770939707756042,0.8864601850509644,0.8924704194068909],[0.773282527923584,0.781448245048523,0.7954632639884949,0.8120582103729248,0.8275438547134399,0.8398966789245605,0.848728358745575],[0.7422230839729309,0.7510164976119995,0.7661846280097961,0.7844331860542297,0.8018724918365479,0.816228449344635,0.8269109129905701],[0.6397555470466614,0.6495027542114258,0.6665754318237305,0.6878540515899658,0.7091930508613586,0.7278057336807251,0.742598831653595]]","[[0.8326886296272278,0.8323779106140137,0.8320277333259583,0.8316712975502014,0.8312124013900757,0.830486536026001],[0.815459668636322,0.8150644302368164,0.8145492076873779,0.8139628767967224,0.8132237195968628,0.812150239944458],[0.8032045364379883,0.8027816414833069,0.8021995425224304,0.8015124201774597,0.8006448745727539,0.7994003295898438],[0.8273396492004395,0.8269734382629395,0.8264611959457397,0.8258070349693298,0.8249102234840393,0.8236472010612488]]","[0.6493055555555555,0.6458333333333334,0.642361111111111,0.6493055555555555,0.6527777777777778]","[0.6701388888888888,0.6805555555555555,0.6875,0.6666666666666666]"
0,flat,dda_fixed,0.6909722222222223,0.0552736930549144,0.8541666666666666,0.8253532409667969,0.7949980348348618,0.2357022603955158,0.3815448731184006,20808,10,0.6341486249875743,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8305768966674805,0.8323860168457031,0.8347281813621521,0.8356466889381409,0.8337977528572083,0.829359769821167,0.823412299156189],[0.854267418384552,0.8590010404586792,0.8679252862930298,0.8781060576438904,0.8862033486366272,0.8908199071884155,0.8923071026802063],[0.812443733215332,0.8181715607643127,0.8294793367385864,0.8432750105857849,0.8555785417556763,0.8643360733985901,0.8694800734519958],[0.7929090261459351,0.7986364364624023,0.8100652694702148,0.8241494297981262,0.8368726968765259,0.8460999131202698,0.8516917824745178],[0.6737170219421387,0.6800664067268372,0.6929782032966614,0.7096303701400757,0.7257952094078064,0.7388355135917664,0.7481163144111633]]","[[0.8382809162139893,0.8377342820167542,0.8369185328483582,0.8359024524688721,0.8347383141517639,0.8334322571754456],[0.8069868087768555,0.806331992149353,0.805397093296051,0.8042141795158386,0.8028565645217896,0.8014538288116455],[0.7836182117462158,0.7832057476043701,0.7825974822044373,0.7817943096160889,0.7807952165603638,0.7796152234077454],[0.7609699964523315,0.7603630423545837,0.7594016790390015,0.7580574750900269,0.7563900351524353,0.7545198202133179]]","[0.7083333333333334,0.7083333333333334,0.6979166666666666,0.6840277777777777,0.6909722222222223]","[0.7083333333333334,0.7083333333333334,0.6979166666666666,0.7013888888888888]"
1,flat,dda_fixed,0.7083333333333334,0.2393659949302673,0.875,0.7401453256607056,0.7400741279125214,0.2357022603955158,0.4122545272111892,20808,10,0.7259374159912113,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.788998007774353,0.7906715869903564,0.7919657826423645,0.7907282710075378,0.7861154079437256,0.7790055274963379,0.7708290219306946],[0.7930976152420044,0.8008435368537903,0.8129375576972961,0.8256882429122925,0.8357152938842773,0.841924250125885,0.8448668718338013],[0.6989526748657227,0.7088345885276794,0.7248865962028503,0.7432888746261597,0.7599105834960938,0.77275550365448,0.7817490696907043],[0.6431459188461304,0.6538628935813904,0.6716328263282776,0.6925861239433289,0.7122276425361633,0.7281307578086853,0.7399327754974365],[0.5462651252746582,0.5561975240707397,0.573204755783081,0.5937966108322144,0.6136704087257385,0.6303418874740601,0.6432745456695557]]","[[0.8029004335403442,0.8030380010604858,0.8032440543174744,0.8036393523216248,0.8043195009231567,0.8052524924278259],[0.7528167366981506,0.7531031370162964,0.7535202503204346,0.7541154026985168,0.7549254894256592,0.7559027075767517],[0.714580774307251,0.7149689197540283,0.7155248522758484,0.7162638902664185,0.7171910405158997,0.7182310223579407],[0.6836241483688354,0.6840018033981323,0.6845476031303406,0.6853141784667969,0.686356782913208,0.6876119375228882]]","[0.6875,0.6944444444444443,0.6909722222222223,0.7083333333333334,0.7083333333333334]","[0.7083333333333334,0.701388888888889,0.6840277777777777,0.6979166666666666]"
2,flat,dda_fixed,0.65625,0.0887189134955406,0.9166666666666666,0.7672215223312377,0.6985624134540558,0.2357022603955158,0.3130472153425216,20808,10,1.1014639579807408,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7842631340026855,0.7854278087615967,0.7841664552688599,0.7781742811203003,0.7680377960205078,0.7560046911239624,0.7440599799156189],[0.8000351190567017,0.8072468042373657,0.8156236410140991,0.8205161094665527,0.820257306098938,0.8159644603729248,0.809532880783081],[0.7663300633430481,0.7765095233917236,0.7903941869735718,0.8024908304214478,0.8097453713417053,0.8122256398200989,0.8113911747932434],[0.7189016938209534,0.7295778393745422,0.7445660829544067,0.758356511592865,0.7676278948783875,0.7721362709999084,0.7731369733810425],[0.584563136100769,0.5964445471763611,0.6144332885742188,0.6331461668014526,0.6485016345977783,0.6592901945114136,0.6661021113395691]]","[[0.7313245534896851,0.7311954498291016,0.7307754755020142,0.7298192977905273,0.7281971573829651,0.7263931035995483],[0.7380480766296387,0.7381172180175781,0.7379449605941772,0.7372176051139832,0.735712468624115,0.7338195443153381],[0.6712708473205566,0.671570360660553,0.6717293858528137,0.6714165806770325,0.6703535914421082,0.6688565611839294],[0.6551603078842163,0.6556174755096436,0.6559641361236572,0.6558211445808411,0.6549078822135925,0.6535635590553284]]","[0.6805555555555555,0.65625,0.6319444444444443,0.625,0.65625]","[0.6909722222222223,0.6840277777777778,0.6875,0.6805555555555557]"
3,flat,dda_fixed,0.6631944444444443,0.0648156031966209,0.9166666666666666,0.8427149176597595,0.7182924896478653,0.2357022603955158,0.1468962505459785,20808,10,0.7808583749865647,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.9132753014564514,0.9152941703796387,0.9182226061820984,0.9193620681762695,0.9167402982711792,0.9109153151512146,0.903559148311615],[0.8992014527320862,0.9039991497993469,0.9127033352851868,0.9213621020317078,0.9259418845176697,0.9258357882499695,0.9225565195083618],[0.846177875995636,0.8519787192344666,0.8627609610557556,0.8743231296539307,0.8819751143455505,0.8846093416213989,0.8835777640342712],[0.7904462218284607,0.7966362833976746,0.8081392645835876,0.8207467198371887,0.8296223878860474,0.8334887623786926,0.8336005210876465],[0.6299434900283813,0.6367329359054565,0.6491954326629639,0.663391649723053,0.6744885444641113,0.6809215545654297,0.6836504340171814]]","[[0.7865021228790283,0.7854889035224915,0.7834632396697998,0.7802667617797852,0.7759829759597778,0.7707802653312683],[0.7235841751098633,0.7224311828613281,0.7202225923538208,0.7169239521026611,0.7128469944000244,0.7083359360694885],[0.711767315864563,0.7106547355651855,0.7084943652153015,0.7051658630371094,0.7008959650993347,0.6960636377334595],[0.67670738697052,0.6756042838096619,0.6734647750854492,0.6701626777648926,0.6659516096115112,0.6612793803215027]]","[0.6284722222222222,0.6388888888888888,0.6527777777777778,0.6597222222222223,0.6631944444444443]","[0.6458333333333334,0.6597222222222222,0.6597222222222222,0.6527777777777778]"
4,flat,dda_fixed,0.6458333333333334,0.2210279554128646,0.7916666666666666,0.7708788514137268,0.7073862552642822,0.2357022603955158,0.2149698063731193,20808,10,0.7021356249751989,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8979679942131042,0.8984363675117493,0.8987219929695129,0.8973324298858643,0.893549919128418,0.8877657055854797,0.8809237480163574],[0.8361648321151733,0.8432274460792542,0.8545969128608704,0.8669955730438232,0.8772972226142883,0.884225070476532,0.8880169987678528],[0.7196231484413147,0.7273733019828796,0.7401798963546753,0.75471431016922,0.767565906047821,0.7771403193473816,0.7834362387657166],[0.6608448624610901,0.6686156392097473,0.6815292835235596,0.6963201761245728,0.7095720171928406,0.719642698764801,0.7264798879623413],[0.5733821988105774,0.5803490877151489,0.5923981666564941,0.6066299676895142,0.6197735071182251,0.6301373243331909,0.6375430226325989]]","[[0.8194148540496826,0.8191681504249573,0.8190429210662842,0.8191010355949402,0.8192562460899353,0.8193885087966919],[0.6786847710609436,0.6784911751747131,0.6785354018211365,0.6788639426231384,0.6793159246444702,0.6797520518302917],[0.6855143904685974,0.6852994561195374,0.6853210926055908,0.6856459379196167,0.6860885620117188,0.686440646648407],[0.6457731127738953,0.6454876065254211,0.6453854441642761,0.6455329656600952,0.6457791328430176,0.6459488272666931]]","[0.6527777777777778,0.6458333333333334,0.6493055555555555,0.6631944444444445,0.6458333333333334]","[0.6493055555555557,0.6666666666666666,0.6666666666666666,0.6597222222222222]"
